"index";"id";"anonymous";"graduatingYear";"overallScore";"overall";"curriculum";"jobSupport";"school_id";"course_id";"program_time_id";"program_presence_id"
439;258233;0;2019.0;5.0;5.0;5.0;5.0;1;4;1;1
440;258223;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
441;258212;0;2019.0;5.0;5.0;5.0;5.0;1;4;1;1
442;258184;0;2019.0;5.0;5.0;5.0;5.0;1;4;2;1
443;258181;0;2019.0;5.0;5.0;5.0;5.0;1;4;1;1
444;258170;0;2019.0;4.7;5.0;4.0;5.0;1;4;2;1
445;258125;0;2019.0;5.0;5.0;5.0;5.0;1;4;1;1
446;258122;0;2019.0;5.0;5.0;5.0;5.0;1;4;1;1
447;258101;0;2019.0;4.3;4.0;4.0;5.0;1;4;1;1
448;258098;0;2019.0;5.0;5.0;5.0;5.0;1;4;2;1
450;258090;0;2019.0;4.7;5.0;4.0;5.0;1;4;1;1
451;258071;0;2019.0;4.0;4.0;4.0;4.0;1;1;1;1
452;258070;0;2019.0;4.3;4.0;4.0;5.0;1;4;1;1
454;258051;0;2019.0;5.0;5.0;5.0;5.0;1;4;2;1
455;258050;0;2019.0;5.0;5.0;5.0;5.0;1;1;2;1
456;258049;0;2019.0;5.0;5.0;5.0;5.0;1;1;1;1
457;258038;0;2019.0;5.0;5.0;5.0;5.0;1;4;1;1
458;258037;0;2019.0;4.3;4.0;4.0;5.0;1;4;2;1
459;258036;0;2019.0;4.7;5.0;4.0;5.0;1;4;1;1
461;258030;0;2019.0;4.7;5.0;4.0;5.0;1;1;2;1
462;258027;0;2019.0;5.0;5.0;5.0;5.0;1;4;2;1
464;258020;0;2019.0;5.0;5.0;5.0;5.0;1;4;1;1
465;258019;0;2019.0;5.0;5.0;5.0;5.0;1;4;1;1
466;258018;0;2019.0;4.3;4.0;4.0;5.0;1;4;1;1
468;258016;0;2019.0;5.0;5.0;5.0;5.0;1;4;2;1
469;258015;0;2019.0;5.0;5.0;5.0;5.0;1;4;1;1
470;258013;0;2019.0;4.7;5.0;4.0;5.0;1;4;1;1
471;258012;0;2019.0;5.0;5.0;5.0;5.0;1;4;2;1
473;258006;0;2019.0;5.0;5.0;5.0;5.0;1;4;2;1
474;258005;0;2019.0;5.0;5.0;5.0;5.0;1;4;1;1
475;258004;0;2019.0;5.0;5.0;5.0;5.0;1;4;1;1
476;257999;0;2019.0;5.0;5.0;5.0;5.0;1;4;1;1
477;257996;0;2019.0;5.0;5.0;5.0;5.0;1;4;2;1
478;257994;0;2019.0;5.0;5.0;5.0;5.0;1;1;1;1
479;257993;0;2019.0;4.7;5.0;4.0;5.0;1;4;1;1
481;257987;0;2019.0;5.0;5.0;5.0;5.0;1;4;2;1
482;257980;0;2019.0;5.0;5.0;5.0;5.0;1;4;1;1
483;257978;0;2019.0;5.0;5.0;5.0;5.0;1;1;2;1
484;257976;0;2019.0;5.0;5.0;5.0;5.0;1;4;1;1
485;257975;0;2019.0;4.3;5.0;4.0;4.0;1;1;1;1
486;257970;0;2019.0;4.3;5.0;4.0;4.0;1;1;2;1
487;257967;0;2019.0;5.0;5.0;5.0;5.0;1;4;2;1
488;257961;0;2019.0;4.7;5.0;4.0;5.0;1;1;2;1
489;257955;0;2019.0;4.7;5.0;4.0;5.0;1;1;2;1
490;257952;0;2019.0;5.0;5.0;5.0;5.0;1;1;2;1
491;257951;0;2019.0;5.0;5.0;5.0;5.0;1;1;2;1
492;257943;0;2019.0;4.7;5.0;4.0;5.0;1;4;1;1
493;257919;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
494;256279;0;2019.0;4.0;4.0;4.0;4.0;1;4;1;1
496;256160;0;2019.0;5.0;5.0;5.0;5.0;1;4;1;1
497;256084;0;2019.0;5.0;5.0;5.0;5.0;1;1;1;1
511;253274;0;2019.0;4.0;4.0;4.0;4.0;1;4;1;1
512;253303;0;2019.0;5.0;5.0;5.0;5.0;1;4;1;1
513;253295;1;2019.0;5.0;5.0;5.0;5.0;1;4;1;1
515;253280;0;2019.0;5.0;5.0;5.0;5.0;1;4;1;1
516;253299;0;2019.0;5.0;5.0;5.0;5.0;1;4;1;1
517;253287;1;2019.0;5.0;5.0;5.0;5.0;1;4;1;1
518;253267;0;2019.0;5.0;5.0;5.0;5.0;1;4;1;1
519;253263;1;2019.0;5.0;5.0;5.0;5.0;1;4;1;1
520;252854;1;2019.0;4.7;5.0;4.0;5.0;1;1;1;1
521;252755;0;2019.0;5.0;5.0;5.0;5.0;1;4;1;1
522;253339;0;2018.0;5.0;5.0;5.0;5.0;1;4;2;1
523;253337;0;2018.0;5.0;5.0;5.0;5.0;1;4;2;1
524;250657;0;2019.0;5.0;5.0;5.0;5.0;1;1;1;1
525;250654;1;2019.0;5.0;5.0;5.0;5.0;1;1;1;1
526;250531;0;2019.0;4.7;5.0;4.0;5.0;1;4;1;1
527;251551;0;2019.0;4.7;4.0;5.0;5.0;1;4;1;1
528;251564;1;2019.0;5.0;5.0;5.0;5.0;1;1;1;1
529;251489;1;2019.0;4.7;5.0;5.0;4.0;1;4;1;1
530;251225;0;2019.0;5.0;5.0;5.0;5.0;1;4;1;1
531;251515;0;2019.0;5.0;5.0;5.0;5.0;1;4;1;1
532;251456;0;2019.0;5.0;5.0;5.0;5.0;1;4;1;1
533;251486;0;2019.0;4.7;4.0;5.0;5.0;1;1;1;1
534;251411;1;2019.0;5.0;5.0;5.0;5.0;1;4;1;1
535;251238;0;2019.0;5.0;5.0;5.0;5.0;1;4;1;1
536;251177;0;2019.0;5.0;5.0;5.0;5.0;1;4;1;1
537;251458;0;2019.0;5.0;5.0;5.0;5.0;1;4;1;1
538;251464;0;2019.0;5.0;5.0;5.0;5.0;1;4;1;1
539;251383;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
540;250846;0;2019.0;5.0;5.0;5.0;5.0;1;4;1;1
541;251424;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
542;251407;0;2019.0;5.0;5.0;5.0;5.0;1;4;1;1
543;250821;0;2019.0;5.0;5.0;5.0;5.0;1;4;1;1
544;251122;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
545;251294;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
546;251112;0;2019.0;5.0;5.0;5.0;5.0;1;4;1;1
547;251044;0;2019.0;5.0;5.0;5.0;5.0;1;4;1;1
548;250789;0;2019.0;5.0;5.0;5.0;5.0;1;4;1;1
549;243894;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
550;247723;0;2019.0;4.0;4.0;3.0;5.0;1;4;1;1
551;247688;0;2019.0;4.7;5.0;4.0;5.0;1;1;1;1
552;246095;1;2019.0;5.0;5.0;5.0;5.0;1;1;1;1
553;246093;0;2019.0;5.0;5.0;5.0;5.0;1;1;1;1
554;246916;0;2019.0;5.0;5.0;5.0;5.0;1;1;1;1
555;246333;0;2019.0;5.0;5.0;5.0;5.0;1;4;1;1
556;247475;0;2019.0;4.7;5.0;5.0;4.0;1;1;1;1
558;247031;0;2018.0;4.7;5.0;5.0;4.0;1;4;1;1
559;247000;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
560;246949;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
561;246948;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
562;247211;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
563;246852;0;2018.0;4.3;4.0;4.0;5.0;1;1;1;1
564;246999;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
565;245366;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
566;245995;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
567;246788;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
568;246773;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
569;247478;0;2018.0;4.0;4.0;3.0;5.0;1;1;1;1
570;246738;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
571;246673;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
572;246712;0;2018.0;4.7;5.0;4.0;5.0;1;1;1;1
573;246635;0;2018.0;5.0;5.0;5.0;5.0;1;1;2;1
574;245906;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
575;245451;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
576;246547;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
577;246505;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
579;242273;0;2018.0;5.0;5.0;5.0;0.0;1;1;1;1
580;246464;0;2019.0;5.0;5.0;5.0;5.0;1;1;1;1
581;246457;1;2018.0;4.7;5.0;5.0;4.0;1;1;1;1
583;246025;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
584;243653;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
585;246441;0;2018.0;4.7;5.0;4.0;5.0;1;4;1;1
586;234378;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
587;246977;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
588;246415;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
589;244988;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
590;246388;0;2018.0;4.7;5.0;4.0;5.0;1;1;1;1
591;246433;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
592;236735;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
593;246332;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
594;246486;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
595;246440;0;2018.0;5.0;5.0;5.0;5.0;1;1;2;1
596;245177;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
597;246130;1;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
599;245967;0;2018.0;5.0;5.0;5.0;5.0;1;1;2;1
600;245915;0;2018.0;4.7;5.0;5.0;4.0;1;1;1;1
601;246070;1;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
602;233187;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
603;243957;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
604;231810;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
605;245929;0;2018.0;4.7;5.0;4.0;5.0;1;4;1;1
606;245898;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
608;245848;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
609;245735;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
610;245536;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
611;245518;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
612;245670;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
613;245562;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
614;232986;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
615;232295;0;2018.0;4.3;5.0;4.0;4.0;1;1;1;1
617;245359;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
618;245481;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
619;245474;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
621;245450;0;2018.0;4.3;5.0;4.0;4.0;1;1;1;1
622;245472;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
623;235442;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
624;235277;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
625;234683;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
626;237091;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
627;235796;0;2018.0;4.0;4.0;4.0;4.0;1;4;1;1
628;245463;0;2018.0;5.0;5.0;5.0;5.0;1;4;2;1
629;245457;0;2018.0;5.0;5.0;5.0;5.0;1;4;2;1
630;245349;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
631;245328;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
632;245313;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
633;245284;0;2018.0;5.0;5.0;5.0;5.0;1;4;2;1
634;245259;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
635;235734;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
636;245218;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
637;245168;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
638;245166;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
639;236556;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
640;236412;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
641;236159;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
642;236052;0;2018.0;4.7;5.0;5.0;4.0;1;4;1;1
643;236014;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
644;235981;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
645;233196;0;2018.0;4.7;5.0;5.0;4.0;1;4;1;1
646;245374;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
647;245361;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
648;245325;0;2018.0;5.0;5.0;5.0;5.0;1;4;2;1
649;243975;0;2018.0;5.0;5.0;5.0;5.0;1;4;2;1
650;243956;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
651;234694;0;2018.0;5.0;5.0;5.0;5.0;1;4;2;1
652;245304;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
653;236435;0;2018.0;4.7;5.0;4.0;5.0;1;4;1;1
654;232145;0;2018.0;4.7;5.0;4.0;5.0;1;4;1;1
655;245291;0;2018.0;4.7;5.0;4.0;5.0;1;4;1;1
656;245254;1;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
657;245161;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
658;245104;0;2018.0;4.7;5.0;4.0;5.0;1;4;1;1
659;245021;1;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
660;245056;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
661;244468;0;2018.0;4.7;5.0;4.0;5.0;1;4;2;1
662;235155;0;2011.0;4.7;5.0;4.0;5.0;1;1;1;1
663;245063;0;2018.0;4.7;5.0;4.0;5.0;1;4;1;1
664;244262;0;2018.0;5.0;5.0;5.0;5.0;1;4;2;1
665;244992;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
666;244199;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
667;237014;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
668;236904;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
669;244543;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
670;243797;0;2018.0;4.7;5.0;4.0;5.0;1;1;1;1
671;241027;0;2018.0;4.0;4.0;4.0;4.0;1;1;1;1
672;239183;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
673;239012;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
674;245046;0;2018.0;4.0;4.0;4.0;4.0;1;4;1;1
676;244301;0;2018.0;3.7;3.0;3.0;5.0;1;4;1;1
677;244127;0;2018.0;4.7;5.0;4.0;5.0;1;4;1;1
678;241902;0;2018.0;5.0;5.0;5.0;0.0;1;4;1;1
679;240917;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
681;244582;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
682;244528;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
683;244520;0;2018.0;4.7;5.0;5.0;4.0;1;1;1;1
684;244494;0;2018.0;4.3;4.0;4.0;5.0;1;1;1;1
685;243357;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
686;242726;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
688;238112;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
689;231531;0;2018.0;4.7;5.0;4.0;5.0;1;1;1;1
690;244865;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
691;244838;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
692;244126;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
693;244829;0;2018.0;5.0;5.0;5.0;5.0;1;4;2;1
695;244815;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
696;244814;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
697;244031;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
698;244810;0;2018.0;4.3;4.0;4.0;5.0;1;1;1;1
699;244466;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
700;244400;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
701;244588;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
703;244551;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
704;244774;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
705;239497;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
706;239423;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
707;244399;0;2018.0;4.3;5.0;4.0;4.0;1;1;1;1
709;244380;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
710;244357;0;2018.0;4.7;5.0;5.0;4.0;1;4;1;1
711;244285;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
712;244498;0;2018.0;4.7;5.0;4.0;5.0;1;1;1;1
713;244347;0;2018.0;4.3;5.0;3.0;5.0;1;4;1;1
714;242553;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
715;244362;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
716;243738;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
717;244342;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
718;244257;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
719;243589;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
720;244051;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
721;237942;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
722;243945;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
723;243837;1;2016.0;4.5;4.0;0.0;5.0;1;4;1;1
724;234879;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
725;235593;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
726;235472;1;2018.0;3.7;4.0;4.0;3.0;1;1;1;1
728;243746;1;2016.0;5.0;5.0;5.0;5.0;1;1;1;1
729;243698;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
730;235310;0;2018.0;5.0;5.0;5.0;5.0;1;4;2;1
731;242396;0;2018.0;4.7;5.0;4.0;5.0;1;4;1;1
732;240171;0;2018.0;4.7;5.0;4.0;5.0;1;4;1;1
733;234684;1;2018.0;4.7;5.0;4.0;5.0;1;1;1;1
734;233499;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
735;233355;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
736;243673;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
737;233634;0;2018.0;4.3;4.0;5.0;4.0;1;4;1;1
738;244643;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
739;243664;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
740;243609;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
741;243662;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
742;243594;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
743;242862;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
744;242853;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
745;243639;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
746;243616;1;2018.0;3.0;3.0;3.0;3.0;1;1;1;1
747;243236;0;2018.0;4.0;4.0;4.0;4.0;1;1;1;1
748;242772;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
749;242490;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
750;242470;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
751;242464;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
752;239778;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
753;238456;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
754;243623;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
755;243614;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
756;243584;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
757;240214;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
758;240193;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
759;237430;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
760;237192;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
761;236949;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
762;243127;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
763;242966;0;2018.0;4.7;4.0;5.0;5.0;1;4;1;1
764;242870;1;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
765;242605;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
766;242123;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
767;234484;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
768;234457;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
769;234447;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
770;234420;0;2018.0;4.7;5.0;4.0;5.0;1;4;1;1
771;243012;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
772;242543;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
773;240208;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
774;237646;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
775;241647;0;2017.0;4.7;5.0;4.0;5.0;1;4;2;1
776;236535;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
777;233783;0;2017.0;4.5;5.0;4.0;0.0;1;4;2;1
778;232648;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
779;243160;0;2018.0;4.7;5.0;4.0;5.0;1;1;1;1
780;243096;0;2018.0;4.0;4.0;4.0;4.0;1;1;1;1
781;242268;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
782;242098;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
783;242047;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
784;241897;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
785;241890;1;2018.0;3.3;3.0;4.0;3.0;1;1;1;1
786;241883;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
787;241603;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
788;241591;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
789;240958;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
790;240929;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
791;242947;0;2017.0;3.3;3.0;2.0;5.0;1;4;2;1
792;240354;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
793;240027;0;2018.0;4.7;5.0;4.0;5.0;1;4;1;1
794;239344;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
795;239232;0;2018.0;5.0;5.0;5.0;5.0;1;4;2;1
796;240005;0;2018.0;4.0;4.0;4.0;0.0;1;4;1;1
797;238866;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
798;238819;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
799;238648;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
800;238427;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
801;238291;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
802;237980;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
803;237046;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
804;237034;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
805;236791;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
806;236800;0;2018.0;4.3;4.0;4.0;5.0;1;4;1;1
807;236642;0;2018.0;4.0;4.0;0.0;0.0;1;1;1;1
808;236567;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
809;236537;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
810;236494;0;2018.0;4.7;5.0;5.0;4.0;1;1;1;1
811;236394;0;2017.0;5.0;5.0;5.0;0.0;1;1;2;1
812;236263;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
813;235872;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
814;235774;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
815;234783;0;2018.0;4.7;5.0;5.0;4.0;1;1;1;1
816;234162;0;2018.0;5.0;5.0;5.0;5.0;1;4;2;1
817;238265;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
818;232328;0;2018.0;4.7;5.0;4.0;5.0;1;4;1;1
819;231601;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
820;231979;0;2017.0;5.0;5.0;5.0;5.0;1;4;2;1
821;243451;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
822;243450;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
823;243412;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
824;243386;0;2018.0;5.0;5.0;5.0;5.0;1;1;1;1
825;243128;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
826;243365;0;2018.0;4.3;4.0;4.0;5.0;1;1;1;1
827;243356;0;2018.0;5.0;5.0;5.0;5.0;1;4;2;1
828;243354;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
829;243353;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
830;243339;0;2018.0;4.7;4.0;5.0;5.0;1;1;1;1
831;243338;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
832;243294;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
833;243137;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
834;237977;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
835;243002;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
836;242990;0;2018.0;4.3;5.0;4.0;4.0;1;4;1;1
837;243175;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
838;243156;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
839;243155;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
840;243152;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
841;243148;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
842;243142;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
843;243120;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
844;243113;0;2017.0;5.0;5.0;5.0;5.0;1;1;2;1
845;243102;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
846;243105;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
847;243101;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
848;243088;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
849;243087;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
850;243083;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
852;243050;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
853;243077;0;2018.0;5.0;5.0;0.0;0.0;1;4;1;1
854;243075;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
855;243052;0;2018.0;4.3;4.0;4.0;5.0;1;4;1;1
856;243048;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
857;243047;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
858;243046;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
859;243036;0;2016.0;5.0;5.0;5.0;5.0;1;4;1;1
860;243032;0;2018.0;4.3;5.0;4.0;4.0;1;4;1;1
861;243030;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
